[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
  > 18:49:50 >> pos-garrulo*080807
  > 18:49:52 >> pos-garrulo*080808
  > 18:49:53 >> pos-garrulo*080809
  > 18:49:53 >> pos-garrulo*080810
  > 18:49:53 >> pos-garrulo*080811
  > 18:49:53 >> pos-garrulo*080812
  > 18:49:53 >> pos-garrulo*080813
  > 18:49:53 >> pos-garrulo*080814
  > 18:49:54 >> pos-garrulo*080814
  > 18:49:54 >> pos-garrulo*080814
  > 18:49:54 >> pos-garrulo*080814
  > 18:49:55 >> pos-garrulo*080813
  > 18:49:55 >> pos-garrulo*080812
  > 18:49:55 >> pos-garrulo*080811
  > 18:49:55 >> pos-garrulo*080810
  > 18:49:55 >> pos-garrulo*080809
  > 18:49:56 >> pos-garrulo*080808
  > 18:49:56 >> pos-garrulo*080807
  > 18:49:56 >> pos-garrulo*080806
  > 18:49:56 >> pos-garrulo*080805
  > 18:49:56 >> pos-garrulo*080804
  > 18:49:57 >> pos-garrulo*080803
  > 18:49:57 >> pos-garrulo*080802
  > 18:49:57 >> pos-garrulo*080801
  > 18:49:57 >> pos-garrulo*050814
  > 18:49:58 >> pos-garrulo*050813
  > 18:49:58 >> pos-garrulo*050812
  > 18:49:58 >> pos-garrulo*050811
  > 18:49:58 >> pos-garrulo*050810
  > 18:49:58 >> pos-garrulo*050809
  > 18:49:59 >> pos-garrulo*050808
  > 18:49:59 >> pos-garrulo*050807
  > 18:49:59 >> pos-garrulo*050806
  > 18:49:59 >> pos-garrulo*050805
  > 18:49:59 >> pos-garrulo*050804
  > 18:50:00 >> pos-garrulo*050803
  > 18:50:00 >> pos-garrulo*050802
  > 18:50:00 >> pos-garrulo*050801
  > 18:50:01 >> pos-garrulo*020814
  > 18:50:03 >> pos-garrulo*020813
  > 18:50:04 >> pos-garrulo*020812
  > 18:50:04 >> pos-garrulo*020811
  > 18:50:04 >> pos-garrulo*020810
  > 18:50:04 >> pos-garrulo*020809
  > 18:50:04 >> pos-garrulo*020808
  > 18:50:05 >> pos-garrulo*020807
  > 18:50:05 >> pos-garrulo*020806
  > 18:50:05 >> pos-garrulo*020805
  > 18:50:06 >> pos-garrulo*020705
  > 18:50:07 >> pos-garrulo*020706
  > 18:50:49 >> bd-milio
  > 18:50:49 >> okbd-milio*0501010731101000101230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 18:51:03 ]
  > 18:51:11 >> bd-milio
  > 18:51:11 >> okbd-milio*0501010731101000101230
  > 18:51:11 >> bd-garrulo
  > 18:51:11 >> okbd-garrulo*0304030311001000001231
  > 18:51:28 >> conectar-milio*05010107
  > 18:51:28 >> bd-garrulo
  > 18:51:30 >> okbd-garrulo*0304030311001000001231
  > 18:51:31 >> conectar-garrulo*03040303
  > 18:51:32 >> conectar-milio*05010107
  > 18:51:32 >> conectar-garrulo*03040303
  > 18:51:36 >> pos-garrulo*030503
  > 18:51:36 >> pos-garrulo*030603
  > 18:51:37 >> pos-garrulo*030703
  > 18:51:37 >> pos-milio*050001
  > 18:51:37 >> pos-garrulo*030803
  > 18:51:38 >> pos-garrulo*030903
  > 18:51:38 >> pos-milio*041401
  > 18:51:38 >> pos-garrulo*031003
  > 18:51:39 >> pos-milio*041301
  > 18:51:39 >> pos-garrulo*031103
  > 18:51:39 >> pos-milio*041201
  > 18:51:39 >> pos-garrulo*031203
  > 18:51:39 >> pos-garrulo*031303
  > 18:51:40 >> pos-milio*041101
  > 18:51:40 >> pos-garrulo*031403
  > 18:51:40 >> pos-milio*041001
  > 18:51:40 >> pos-garrulo*040003
  > 18:51:41 >> pos-milio*040901
  > 18:51:41 >> pos-milio*040801
  > 18:51:41 >> pos-garrulo*040103
  > 18:51:41 >> pos-garrulo*040203
  > 18:51:42 >> pos-milio*040701
  > 18:51:42 >> pos-garrulo*040303
  > 18:51:42 >> pos-garrulo*040403
  > 18:51:43 >> pos-garrulo*040503
  > 18:51:43 >> pos-garrulo*040603
  > 18:51:43 >> pos-garrulo*040703
  > 18:51:43 >> pos-garrulo*040803
  > 18:51:44 >> pos-garrulo*040903
  > 18:51:44 >> pos-garrulo*040902
  > 18:51:44 >> pos-garrulo*040901
  > 18:51:45 >> pos-garrulo*010914
  > 18:51:45 >> pos-garrulo*010913
  > 18:51:47 >> pos-garrulo*010914
  > 18:51:47 >> pos-garrulo*040901
  > 18:51:48 >> pos-garrulo*040801
  > 18:51:49 >> pos-garrulo*040701
  > 18:51:49 >> combate-milio*garrulo$00%100
  > 18:51:49 >> combate-garrulo*milio$11%100
  > 18:51:49 >> combate-milio*garrulo$00%100
  > 18:51:57 >> accion-garrulo*0
  > 18:51:57 >> accion-milio*0
  > 18:51:58 >> accion-garrulo*0
  > 18:51:58 >> accion-milio*0
  > 18:51:58 >> accion-garrulo*0
  > 18:51:58 >> accion-milio*0
  > 18:51:59 >> accion-garrulo*0
  > 18:51:59 >> accion-milio*0
  > 18:51:59 >> accion-garrulo*0
  > 18:52:00 >> accion-milio*0
  > 18:52:00 >> accion-garrulo*0
  > 18:52:00 >> accion-milio*0
  > 18:52:01 >> accion-garrulo*0
  > 18:52:01 >> accion-garrulo*0
  > 18:52:01 >> accion-milio*0
  > 18:52:01 >> accion-garrulo*0
  > 18:52:02 >> accion-milio*0
  > 18:52:02 >> accion-garrulo*0
  > 18:52:02 >> accion-milio*0
  > 18:52:02 >> accion-garrulo*0
  > 18:52:03 >> accion-milio*0
  > 18:52:03 >> accion-garrulo*0
  > 18:52:03 >> accion-milio*0
  > 18:52:03 >> accion-garrulo*0
  > 18:52:04 >> accion-milio*0
  > 18:52:04 >> accion-garrulo*0
  > 18:52:04 >> accion-milio*0
  > 18:52:04 >> accion-garrulo*0
  > 18:52:05 >> accion-milio*0
  > 18:52:05 >> accion-garrulo*0
  > 18:52:05 >> accion-milio*0
  > 18:52:06 >> accion-garrulo*0
  > 18:52:06 >> pos-garrulo*030707
  > 18:52:06 >> accion-milio*6
  > 18:52:06 >> accion-garrulo*0
  > 18:52:17 >> pos-garrulo*030708
  > 18:52:18 >> pos-garrulo*030808
  > 18:52:19 >> pos-garrulo*030908
  > 18:52:19 >> pos-garrulo*031008
  > 18:52:20 >> pos-garrulo*031009
  > 18:52:20 >> pos-garrulo*031010
  > 18:52:21 >> pos-garrulo*031011
  > 18:52:21 >> pos-garrulo*031012
  > 18:52:21 >> pos-garrulo*031013
  > 18:52:22 >> pos-garrulo*031014
  > 18:52:22 >> pos-garrulo*061001
  > 18:52:23 >> pos-garrulo*061002
  > 18:52:23 >> pos-garrulo*061003
  > 18:52:24 >> pos-garrulo*061004
  > 18:52:24 >> pos-garrulo*061005
  > 18:52:24 >> pos-garrulo*061006
  > 18:52:27 >> pos-garrulo*060906
  > 18:52:27 >> pos-garrulo*060806
  > 18:52:27 >> pos-garrulo*060706
  > 18:52:28 >> pos-garrulo*060705
  > 18:52:29 >> pos-garrulo*060706
  > 18:52:29 >> pos-garrulo*060707
  > 18:52:29 >> pos-garrulo*060708
  > 18:52:30 >> pos-garrulo*060709
  > 18:52:30 >> pos-garrulo*060710
  > 18:52:31 >> pos-garrulo*060709
  > 18:52:31 >> pos-garrulo*060809
  > 18:52:32 >> pos-garrulo*060808
  > 18:52:32 >> pos-garrulo*060807
  > 18:52:32 >> pos-garrulo*060806
  > 18:52:32 >> pos-garrulo*060805
  > 18:52:33 >> pos-garrulo*060804
  > 18:52:33 >> bd-bienexo
  > 18:52:33 >> okbd-bienexo*0301010100001000101230
  > 18:52:33 >> pos-garrulo*060803
  > 18:52:33 >> pos-garrulo*060802
  > 18:52:33 >> pos-garrulo*060801
  > 18:52:33 >> pos-garrulo*030814
  > 18:52:33 >> pos-garrulo*030813
  > 18:52:34 >> pos-garrulo*030812
  > 18:52:34 >> pos-garrulo*030811
  > 18:52:34 >> pos-garrulo*030810
  > 18:52:34 >> pos-garrulo*030809
  > 18:52:34 >> pos-garrulo*030808
  > 18:52:34 >> pos-garrulo*030807
  > 18:52:35 >> pos-garrulo*030806
  > 18:52:35 >> pos-garrulo*030805
  > 18:52:35 >> pos-garrulo*030804
  > 18:52:35 >> pos-garrulo*030803
  > 18:52:35 >> pos-garrulo*030802
  > 18:52:35 >> pos-garrulo*030801
  > 18:52:36 >> pos-garrulo*000814
  > 18:52:36 >> pos-garrulo*000813
  > 18:52:36 >> pos-garrulo*000812
  > 18:52:36 >> pos-garrulo*000811
  > 18:52:36 >> pos-garrulo*000810
  > 18:52:37 >> pos-garrulo*000710
  > 18:52:46 >> pos-garrulo*000810
  > 18:52:49 >> pos-garrulo*000910
  > 18:53:09 >> bd-asd
  > 18:53:09 >> okbd-asd*0301010000001000101230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 18:53:23 ]
  > 18:53:31 >> bd-milio
  > 18:53:31 >> okbd-milio*0501010731101000101230
  > 18:53:35 >> conectar-milio*05010107
  > 18:53:35 >> bd-garrulo
  > 18:53:37 >> okbd-garrulo*0304030311001000001231
  > 18:53:38 >> conectar-garrulo*03040303
  > 18:53:38 >> conectar-milio*05010107
  > 18:53:39 >> conectar-garrulo*03040303
  > 18:53:41 >> pos-garrulo*030404
  > 18:53:41 >> pos-garrulo*030405
  > 18:53:42 >> pos-garrulo*030406
  > 18:53:42 >> pos-garrulo*030407
  > 18:53:42 >> pos-garrulo*030408
  > 18:53:42 >> pos-milio*050001
  > 18:53:43 >> pos-garrulo*030409
  > 18:53:43 >> pos-milio*041401
  > 18:53:44 >> pos-garrulo*030410
  > 18:53:44 >> pos-milio*041301
  > 18:53:44 >> pos-garrulo*030411
  > 18:53:45 >> pos-milio*041201
  > 18:53:45 >> pos-garrulo*030412
  > 18:53:45 >> pos-milio*041202
  > 18:53:46 >> pos-garrulo*030413
  > 18:53:46 >> pos-garrulo*030414
  > 18:53:46 >> pos-milio*041203
  > 18:53:46 >> pos-garrulo*060401
  > 18:53:47 >> pos-milio*041204
  > 18:53:47 >> pos-garrulo*060402
  > 18:53:47 >> pos-milio*041205
  > 18:53:47 >> pos-garrulo*060403
  > 18:53:47 >> pos-milio*041206
  > 18:53:48 >> pos-garrulo*060404
  > 18:53:48 >> pos-milio*041207
  > 18:53:49 >> pos-garrulo*060405
  > 18:53:49 >> pos-milio*041208
  > 18:53:49 >> pos-garrulo*060406
  > 18:53:49 >> pos-milio*041209
  > 18:53:50 >> pos-garrulo*060407
  > 18:53:50 >> pos-milio*041210
  > 18:53:50 >> pos-garrulo*060408
  > 18:53:50 >> pos-milio*041211
  > 18:53:51 >> pos-garrulo*060409
  > 18:53:51 >> pos-milio*041212
  > 18:53:51 >> pos-garrulo*060410
  > 18:53:51 >> pos-milio*041213
  > 18:53:51 >> pos-garrulo*060411
  > 18:53:51 >> pos-milio*041214
  > 18:53:52 >> pos-milio*071201
  > 18:53:53 >> pos-milio*071202
  > 18:53:53 >> pos-milio*071203
  > 18:53:53 >> pos-milio*071204
  > 18:53:53 >> pos-garrulo*060412
  > 18:53:54 >> pos-milio*071205
  > 18:53:54 >> pos-garrulo*060413
  > 18:53:55 >> pos-milio*071105
  > 18:53:55 >> pos-garrulo*060414
  > 18:53:56 >> pos-milio*071005
  > 18:53:56 >> pos-milio*070905
  > 18:53:56 >> pos-milio*070805
  > 18:53:57 >> pos-milio*070705
  > 18:53:57 >> pos-garrulo*060414
  > 18:53:57 >> pos-milio*070605
  > 18:53:58 >> pos-milio*070505
  > 18:53:58 >> pos-milio*070405
  > 18:53:59 >> pos-milio*070305
  > 18:53:59 >> pos-garrulo*060514
  > 18:53:59 >> pos-milio*070205
  > 18:54:00 >> pos-milio*070105
  > 18:54:00 >> pos-milio*070005
  > 18:54:00 >> pos-milio*061405
  > 18:54:00 >> pos-milio*061305
  > 18:54:02 >> chat-garrulo*marikca
  > 18:54:06 >> pos-garrulo*060614
  > 18:54:06 >> pos-garrulo*060714
  > 18:54:06 >> pos-garrulo*060814
  > 18:54:07 >> pos-garrulo*060914
  > 18:54:07 >> chat-milio*hijo perra
  > 18:54:12 >> chat-garrulo*ke dices gay
  > 18:54:17 >> chat-milio*el xino es marica
  > 18:54:19 >> chat-garrulo*
  > 18:54:24 >> chat-milio*el xino no juega
  > 18:54:24 >> chat-garrulo*
  > 18:54:47 >> newbd-asd*1125
  > 18:54:49 >> bd-asd
  > 18:54:49 >> okbd-asd*0301010000001000101230
  > 18:54:51 >> conectar-asd*03010100
  > 18:54:53 >> pos-asd*030201
  > 18:54:54 >> pos-asd*030301
  > 18:54:54 >> pos-asd*030302
  > 18:54:54 >> pos-asd*030303
  > 18:54:55 >> pos-asd*030304
  > 18:54:55 >> pos-asd*030305
  > 18:54:55 >> pos-asd*030306
  > 18:54:55 >> pos-asd*030307
  > 18:54:57 >> pos-asd*030308
  > 18:54:57 >> pos-asd*030309
  > 18:54:58 >> pos-asd*030409
  > 18:54:59 >> pos-asd*030509
  > 18:55:00 >> pos-asd*030508
  > 18:55:01 >> pos-asd*030507
  > 18:55:04 >> pos-asd*030506
  > 18:55:04 >> pos-asd*030505
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-13 ]
[ Hora: 09:28:55 ]
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-13 ]
[ Hora: 09:31:17 ]
  > 09:31:33 >> newbd-way*0124
  > 09:31:36 >> bd-way
  > 09:31:37 >> okbd-way*0501010420101000101230
  > 09:31:39 >> conectar-way*05010104
  > 09:31:41 >> pos-way*050102
  > 09:31:41 >> pos-way*050103
  > 09:31:42 >> pos-way*050104
  > 09:31:43 >> pos-way*050204
  > 09:31:43 >> pos-way*050304
  > 09:31:43 >> pos-way*050404
  > 09:31:44 >> pos-way*050504
  > 09:31:44 >> pos-way*050604
  > 09:31:44 >> pos-way*050704
  > 09:31:45 >> pos-way*050703
  > 09:31:45 >> pos-way*050702
  > 09:31:51 >> pos-way*050602
  > 09:31:51 >> pos-way*050502
  > 09:31:51 >> pos-way*050402
  > 09:31:51 >> pos-way*050302
  > 09:31:51 >> pos-way*050202
  > 09:31:52 >> pos-way*050102
  > 09:31:52 >> pos-way*050002
  > 09:31:53 >> pos-way*041402
  > 09:31:54 >> pos-way*041403
  > 09:31:54 >> pos-way*041404
  > 09:31:54 >> pos-way*041405
  > 09:31:55 >> pos-way*041406
  > 09:31:55 >> pos-way*041407
  > 09:31:55 >> pos-way*041408
  > 09:31:55 >> pos-way*041409
  > 09:31:56 >> pos-way*041410
  > 09:31:57 >> pos-way*041310
  > 09:31:57 >> pos-way*041210
  > 09:31:57 >> pos-way*041110
  > 09:31:58 >> pos-way*041010
  > 09:32:12 >> pos-way*041011
  > 09:32:13 >> pos-way*041012
  > 09:32:14 >> pos-way*040912
  > 09:32:14 >> pos-way*040812
  > 09:32:14 >> pos-way*040712
  > 09:32:15 >> pos-way*040612
  > 09:32:15 >> pos-way*040512
  > 09:32:16 >> pos-way*040513
  > 09:32:16 >> pos-way*040514
  > 09:32:17 >> pos-way*070501
  > 09:32:17 >> pos-way*070502
  > 09:32:18 >> pos-way*070503
  > 09:32:18 >> pos-way*070504
  > 09:32:19 >> desconectar-way*0705041002001012325
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-13 ]
[ Hora: 10:30:21 ]
  > 10:30:38 >> bd-garrulo
  > 10:30:38 >> okbd-garrulo*0304030311001000001231
  > 10:30:40 >> conectar-garrulo*03040303
  > 10:30:48 >> pos-garrulo*030404
  > 10:32:12 >> bd-bienexo
  > 10:32:12 >> okbd-bienexo*0301010100001000101230
  > 10:32:19 >> conectar-bienexo*03010101
  > 10:32:19 >> conectar-garrulo*03040403
  > 10:32:19 >> conectar-bienexo*03010101
  > 10:32:22 >> pos-bienexo*030102
  > 10:32:22 >> pos-bienexo*030103
  > 10:32:22 >> pos-bienexo*030104
  > 10:32:22 >> pos-bienexo*030105
  > 10:32:24 >> pos-bienexo*030106
  > 10:32:26 >> pos-bienexo*030206
  > 10:32:26 >> pos-bienexo*030306
  > 10:32:26 >> pos-bienexo*030406
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-08-13 ]
[ Hora: 12:08:54 ]
  > 12:09:10 >> bd-milio
  > 12:09:11 >> okbd-milio*0501010731101000101230
  > 12:09:16 >> conectar-milio*05010107
  > 12:09:31 >> pos-milio*050102
  > 12:09:31 >> pos-milio*050103
  > 12:09:31 >> pos-milio*050104
  > 12:09:32 >> pos-milio*050105
  > 12:09:32 >> pos-milio*050106
  > 12:09:32 >> pos-milio*050206
  > 12:09:32 >> pos-milio*050306
  > 12:09:33 >> pos-milio*050406
  > 12:09:37 >> pos-milio*050405
  > 12:09:38 >> pos-milio*050404
  > 12:09:38 >> pos-milio*050403
  > 12:09:38 >> pos-milio*050402
  > 12:09:38 >> pos-milio*050401
  > 12:09:39 >> pos-milio*020414
  > 12:09:44 >> pos-milio*020413
  > 12:09:44 >> pos-milio*020412
  > 12:09:44 >> pos-milio*020411
  > 12:09:44 >> pos-milio*020410
  > 12:09:45 >> pos-milio*020409
  > 12:09:45 >> pos-milio*020408
  > 12:09:46 >> pos-milio*020508
  > 12:09:46 >> pos-milio*020608
  > 12:09:47 >> pos-milio*020708
  > 12:09:47 >> pos-milio*020707
  > 12:09:48 >> pos-milio*020706
  > 12:09:48 >> pos-milio*020705
  > 12:09:53 >> pos-milio*020706
  > 12:09:53 >> pos-milio*020707
  > 12:09:53 >> pos-milio*020708
  > 12:09:53 >> pos-milio*020709
  > 12:09:53 >> pos-milio*020710
  > 12:09:54 >> pos-milio*020711
  > 12:09:54 >> pos-milio*020712
  > 12:09:54 >> pos-milio*020713
  > 12:09:55 >> pos-milio*020714
  > 12:09:55 >> pos-milio*050701
  > 12:09:56 >> pos-milio*050702
  > 12:10:19 >> pos-milio*050703
  > 12:10:20 >> pos-milio*050704
  > 12:10:20 >> pos-milio*050705
  > 12:10:22 >> pos-milio*050605
  > 12:10:22 >> pos-milio*050505
  > 12:10:22 >> pos-milio*050405
  > 12:10:23 >> pos-milio*050305
  > 12:10:23 >> pos-milio*050205
  > 12:10:24 >> pos-milio*050105
  > 12:10:24 >> pos-milio*050005
  > 12:10:24 >> pos-milio*041405
  > 12:10:24 >> pos-milio*041305
  > 12:10:25 >> pos-milio*041205
  > 12:10:25 >> pos-milio*041105
  > 12:10:25 >> pos-milio*041005
  > 12:10:26 >> pos-milio*041006
  > 12:10:27 >> pos-milio*041007
  > 12:10:28 >> pos-milio*040907
  > 12:10:28 >> pos-milio*040807
  > 12:10:28 >> pos-milio*040707
  > 12:10:30 >> pos-milio*040708
  > 12:10:30 >> pos-milio*040709
  > 12:10:30 >> pos-milio*040710
  > 12:10:30 >> pos-milio*040711
  > 12:10:30 >> pos-milio*040712
  > 12:10:30 >> pos-milio*040713
  > 12:10:31 >> pos-milio*040714
  > 12:10:31 >> pos-milio*070701
  > 12:10:32 >> pos-milio*070702
  > 12:10:32 >> pos-milio*070703
  > 12:10:33 >> pos-milio*070704
  > 12:10:33 >> pos-milio*070705
  > 12:10:34 >> pos-milio*070706
  > 12:10:34 >> pos-milio*070707
  > 12:10:40 >> pos-milio*050707
  > 12:10:54 >> pos-milio*050607
  > 12:10:54 >> pos-milio*050507
  > 12:10:54 >> pos-milio*050407
  > 12:10:57 >> pos-milio*050307
  > 12:10:57 >> pos-milio*050207
  > 12:10:57 >> pos-milio*050107
  > 12:10:58 >> pos-milio*050007
  > 12:10:58 >> pos-milio*041407
  > 12:10:59 >> pos-milio*041307
  > 12:10:59 >> pos-milio*041207
  > 12:10:59 >> pos-milio*041107
  > 12:10:59 >> pos-milio*041007
  > 12:10:59 >> pos-milio*040907
  > 12:11:00 >> pos-milio*040807
  > 12:11:00 >> pos-milio*040707
  > 12:11:00 >> pos-milio*040607
  > 12:11:00 >> pos-milio*040507
  > 12:11:01 >> pos-milio*040506
  > 12:11:01 >> pos-milio*040505
  > 12:11:13 >> pos-milio*040504
  > 12:11:13 >> pos-milio*040503
  > 12:11:32 >> pos-milio*040603
  > 12:11:32 >> pos-milio*040703
  > 12:11:33 >> pos-milio*040803
  > 12:11:33 >> pos-milio*040903
  > 12:11:34 >> pos-milio*040904
  > 12:11:34 >> pos-milio*040905
  > 12:11:34 >> pos-milio*040906
  > 12:11:34 >> pos-milio*040907
  > 12:11:34 >> pos-milio*040908
  > 12:11:34 >> pos-milio*040909
  > 12:11:35 >> pos-milio*040910
  > 12:11:36 >> pos-milio*041010
  > 12:11:49 >> pos-milio*050707
  > 12:11:52 >> pos-milio*050607
  > 12:11:52 >> pos-milio*050507
  > 12:11:52 >> pos-milio*050407
  > 12:11:53 >> pos-milio*050307
  > 12:11:53 >> pos-milio*050207
  > 12:11:53 >> pos-milio*050107
  > 12:11:53 >> pos-milio*050007
  > 12:11:53 >> pos-milio*041407
  > 12:11:54 >> pos-milio*041307
  > 12:11:54 >> pos-milio*041207
  > 12:11:54 >> pos-milio*041107
  > 12:11:54 >> pos-milio*041007
  > 12:11:55 >> pos-milio*041008
  > 12:11:56 >> pos-milio*041009
  > 12:11:56 >> pos-milio*041010
  > 12:12:11 >> pos-milio*041009
  > 12:12:11 >> pos-milio*041008
  > 12:12:11 >> pos-milio*041007
  > 12:12:59 >> newbd-Alexis*0000
  > 12:13:13 >> bd-Alexis
  > 12:13:14 >> okbd-Alexis*0301010000001000101230
  > 12:13:44 >> bd-Alexis
  > 12:13:45 >> okbd-Alexis*0301010000001000101230
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-08-13 ]
[ Hora: 12:14:16 ]
  > 12:14:25 >> bd-Alexis
  > 12:14:26 >> okbd-Alexis*0301010000001000101230
  > 12:14:36 >> conectar-Alexis*03010100
  > 12:14:37 >> bd-milio
  > 12:14:38 >> okbd-milio*0501010731101000101230
  > 12:14:46 >> pos-Alexis*030102
  > 12:14:46 >> pos-Alexis*030103
  > 12:14:47 >> pos-Alexis*030203
  > 12:14:47 >> pos-Alexis*030303
  > 12:14:48 >> pos-Alexis*030403
  > 12:14:48 >> pos-Alexis*030503
  > 12:14:48 >> pos-Alexis*030504
  > 12:14:49 >> pos-Alexis*030505
  > 12:14:49 >> pos-Alexis*030506
  > 12:14:49 >> pos-Alexis*030507
  > 12:14:49 >> pos-Alexis*030508
  > 12:14:49 >> pos-Alexis*030509
  > 12:14:50 >> pos-Alexis*030510
  > 12:14:50 >> pos-Alexis*030511
  > 12:14:51 >> pos-Alexis*030512
  > 12:14:51 >> pos-Alexis*030513
  > 12:14:51 >> pos-Alexis*030514
  > 12:14:52 >> pos-Alexis*060501
  > 12:14:52 >> pos-Alexis*060502
  > 12:14:55 >> bd-milio
  > 12:14:55 >> okbd-milio*0501010731101000101230
  > 12:14:55 >> pos-Alexis*060501
  > 12:14:56 >> pos-Alexis*030514
  > 12:14:56 >> pos-Alexis*030513
  > 12:14:56 >> pos-Alexis*030512
  > 12:14:57 >> conectar-milio*05010107
  > 12:14:57 >> conectar-Alexis*03051200
  > 12:14:57 >> pos-Alexis*030511
  > 12:14:57 >> pos-Alexis*030510
  > 12:14:58 >> pos-Alexis*030509
  > 12:14:58 >> pos-Alexis*030508
  > 12:14:58 >> pos-milio*050001
  > 12:14:59 >> pos-Alexis*030507
  > 12:15:00 >> pos-milio*041401
  > 12:15:00 >> pos-milio*041301
  > 12:15:01 >> pos-milio*041201
  > 12:15:01 >> pos-Alexis*030506
  > 12:15:01 >> pos-milio*041101
  > 12:15:01 >> pos-milio*041001
  > 12:15:01 >> pos-Alexis*030505
  > 12:15:01 >> pos-milio*040901
  > 12:15:01 >> pos-milio*040801
  > 12:15:01 >> pos-Alexis*030504
  > 12:15:01 >> pos-milio*040701
  > 12:15:02 >> pos-milio*040601
  > 12:15:02 >> pos-milio*040501
  > 12:15:02 >> pos-milio*040401
  > 12:15:02 >> pos-milio*040301
  > 12:15:02 >> pos-milio*040201
  > 12:15:02 >> pos-milio*040101
  > 12:15:03 >> pos-milio*040001
  > 12:15:03 >> pos-milio*031401
  > 12:15:04 >> pos-milio*031301
  > 12:15:05 >> pos-Alexis*030503
  > 12:15:10 >> pos-Alexis*030502
  > 12:15:11 >> pos-Alexis*030501
  > 12:15:20 >> pos-Alexis*030601
  > 12:15:21 >> pos-Alexis*030701
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-08-13 ]
[ Hora: 12:15:32 ]
  > 12:15:44 >> bd-milio
  > 12:15:44 >> okbd-milio*0501010731101000101230
  > 12:15:45 >> conectar-milio*05010107
  > 12:15:47 >> pos-milio*050001
  > 12:15:47 >> pos-milio*041401
  > 12:15:48 >> pos-milio*041301
  > 12:15:48 >> pos-milio*041201
  > 12:15:48 >> pos-milio*041101
  > 12:15:52 >> bd-Alexis
  > 12:15:52 >> okbd-Alexis*0301010000001000101230
  > 12:15:54 >> conectar-Alexis*03010100
  > 12:15:55 >> conectar-milio*04110107
  > 12:15:55 >> conectar-Alexis*03010100
  > 12:15:56 >> pos-milio*041001
  > 12:15:56 >> pos-milio*040901
  > 12:15:56 >> pos-milio*040801
  > 12:15:56 >> pos-milio*040701
  > 12:15:56 >> pos-milio*040601
  > 12:15:57 >> pos-milio*040501
  > 12:15:57 >> pos-milio*040401
  > 12:15:57 >> pos-milio*040301
  > 12:15:58 >> pos-milio*040201
  > 12:15:58 >> pos-milio*040101
  > 12:15:58 >> pos-milio*040001
  > 12:15:58 >> pos-milio*031401
  > 12:15:59 >> pos-milio*031301
  > 12:15:59 >> pos-milio*031201
  > 12:16:00 >> pos-milio*031101
  > 12:16:06 >> pos-milio*031001
  > 12:16:06 >> pos-milio*030901
  > 12:16:06 >> pos-milio*030801
  > 12:16:06 >> pos-milio*030701
  > 12:16:07 >> pos-milio*030601
  > 12:16:07 >> pos-milio*030501
  > 12:16:07 >> pos-milio*030401
  > 12:16:07 >> pos-milio*030301
  > 12:16:08 >> pos-Alexis*030201
  > 12:16:08 >> pos-Alexis*030301
  > 12:16:08 >> combate-milio*Alexis$01%100
  > 12:16:08 >> combate-Alexis*milio$11%100
  > 12:16:09 >> combate-milio*Alexis$01%100
  > 12:16:20 >> accion-Alexis*0
  > 12:16:21 >> accion-Alexis*0
  > 12:16:22 >> accion-Alexis*0
  > 12:16:24 >> accion-Alexis*0
  > 12:16:24 >> accion-milio*0
  > 12:16:26 >> accion-milio*0
  > 12:16:27 >> accion-milio*0
  > 12:16:38 >> accion-Alexis*1
  > 12:16:39 >> accion-Alexis*1
  > 12:16:40 >> accion-Alexis*1
  > 12:16:42 >> accion-milio*0
  > 12:16:44 >> accion-milio*0
  > 12:16:45 >> accion-milio*0
  > 12:16:46 >> accion-milio*0
  > 12:16:46 >> accion-milio*0
  > 12:16:47 >> accion-milio*0
  > 12:16:51 >> accion-milio*2
  > 12:16:54 >> accion-milio*0
  > 12:16:55 >> accion-milio*0
  > 12:16:55 >> accion-milio*0
  > 12:16:56 >> accion-milio*0
  > 12:16:56 >> accion-milio*0
  > 12:16:57 >> accion-Alexis*0
  > 12:16:58 >> accion-Alexis*0
  > 12:16:58 >> accion-Alexis*0
  > 12:16:58 >> accion-Alexis*0
  > 12:16:58 >> accion-Alexis*0
  > 12:16:58 >> accion-Alexis*0
  > 12:16:58 >> accion-Alexis*0
  > 12:16:59 >> accion-Alexis*0
  > 12:16:59 >> accion-milio*0
  > 12:16:59 >> accion-Alexis*0
  > 12:16:59 >> accion-Alexis*0
  > 12:16:59 >> accion-Alexis*0
  > 12:16:59 >> accion-Alexis*0
  > 12:17:00 >> accion-Alexis*0
  > 12:17:00 >> pos-Alexis*030707
  > 12:17:00 >> accion-milio*6
  > 12:17:02 >> pos-Alexis*030708
  > 12:17:04 >> pos-Alexis*030808
